clave_articulo,descripcion,inventarios,tipo_documentos,linea,serie,unidad,unidad_empaque,cantidad_almacen,rack,control_almacen,concepto,tipo_documento,documento,clave_cliente_proveedor,clave_vendedor,cantidad,precio,costo,tiempo_surtido,stock_min,stock_max,tipo_costeo,fecha_ultima_compra,pendiente_recibir,fecha_ultima_venta,pendientes_surtir,existencias,costo_promedio,ultimo_costo,tipo_elemento,unidad_salida,factor_entre_unidades,apartados,lote,pedimento,peso,volumen,clave_esuqema,cantidad_ventas_anuales,monto_ventas_anuales,cantidad_compras_anuales,monto_compras_anuales,cuenta_contable,estatus,manejo_ieps,tax_num,cuota_ieps,forma_ieps,clave_sat,clave_unidad,catalogo,id_catalogo,titulo_ml,color,medidas,volts,a,w,marca
09209M,DESARMADOR CAJA 9MM 9209M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,89,89,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
09210M,DESARMADOR CAJA 10 MM 9210M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,94,94,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
09211M,DESARMADOR CAJA 11 MM 9211M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,101,101,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
09213M,DESARMADOR CAJA 13 MM 9213M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,122,122,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
09255M,DESARMADO CAJA 5.5MM CRV 9255M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,79,79,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
093218,BROCA PARA TALADRO SDS 11 PZ,1,M,CON,N,PZ,,1,18C,1-18C,,,,GTR150812,,,,,3,0,2,,,,,,,355,355,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
1001803,FILTRO 41 REPUESTO MASCARILLA ,1,M,ESS,N,PZ,,1,3B,1-3B,,,,MDM910322,,,,,7,2,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CABEL
1199944,CUBETA CEMENTO BLANCO 4LTS ,1,M,ACO,N,LT,,1,4B,1-4B,,,,LEAG82021,,,,,3,0,5,,,,,,,,,P,LT,1,,N,N,,,1,,,,,,A,,,,,,,,,,BLANCA,,,,,THERMITEK
13549,FOCO 120V 4W INCANDECENTE,1,M,ACO,N,PZ,,1,10C,1-10C,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,,4,SYLVANIA
135491,LAMPARA DE NOCHE 4W ,1,M,ACO,N,PZ,,1,10C,1-10C,,,,SVE000216,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,SYLVANIA
15W40MX-TA,ACEITE DIESEL TAP-AZU,1,M,CON,N,LT,,7,1A,7-1A,,,,SVE000216,,,,,3,0,60,,2021/7/15,,,,,95,95,P,LT,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,VALVOLINE
15W40MX-TB,ACEITE MOTOR DIESEL 15W40 M,1,M,CON,N,LT,,7,1B,7-1B,,,,SVE000216,,,,,3,0,60,,,,,,,,,P,LT,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,MOVIL
1668-C,FOCO 120V 3.6W LED E27 SMD,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,ADIR LIGHTING
1669-C,FOCO 120V 3.6W LED MR16 2 PATA,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,,3.6,ADIR LIGHTING
1670-C,FOCO 120V 3.6W LED E27 PATAS T,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,ADIR LIGHTING
1868215,PRENSA C DE 6S 1868215 IRWIN,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,5,,,,,,,262,262,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJA,,,,,URREA
1892-C,FOCO 120V 3W 3 LED PARA DOMO ,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,,3,ADIR LIGHTING
1949383,ESPUMA EXPANSIVA 500ML S,1,M,CON,N,PZ,,1,20B,1-20B,,,,MDM910322,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,SISTA
19A3523573,FELPAS RODILLO # 5 19A3523573,1,M,CON,N,PZ,,1,19B,1-19B,,,,LEAG82021,,,,,2,1,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,ÉXITO
1N 4006,DIODO RECTIFICADOR 600V 1A,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,50,,,,,,,1,1,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
1N 4007,DIODO RECTIFICADOR 1000V 1A,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,50,,,,,,,1,1,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
1N4007,DIODO 1N4007 ,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,50,,,,,,,1,1,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
2-236N70,ORING 2-236 N70 CARCAL,1,M,REF,N,PZ,,1,5B,1-5B,,,,GTR150812,,,,,7,0,5,,2021/5/11,,,,,3.52,3.52,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
2-236N90,RESPALDO 2-236 N90 AS56A-236,1,M,ESS,N,PZ,,1,5B,1-5B,,,,LGS850318,,,,,7,0,2,,2021/5/11,,,,,20.35,20.35,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
20411-71,CLAXON PARA MONTACARGAS,1,M,REF,N,PZ,,1,4C,1-4C,,,,DUAG60100,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TOTAL SOURCE
23A903,PUNTA PARA EQUIPO SOLDADOR 3,1,M,HTA,N,PZ,,1,16D,1-16D,,,,INF891031,,,,,7,1,5,,2021/5/17,,,,,140,140,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
23A905,PUNTA PARA EQUIPO SOLDADOR 5,1,M,HTA,N,PZ,,1,16D,1-16D,,,,INF891031,,,,,7,1,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
25CM21,SUSPENSION CARETA MAROMA ROJA,1,M,REF,N,PZ,,1,16B,1-16B,,,,INF891031,,,,,7,0,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
2612015-CH,FAJA SAMSONITE 820 CH,1,M,ESS,N,PZ,,2,1PA,2-1PA,,,,LGS850318,,,,,7,1,10,,2021/7/9,,,,,87,87,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,SAMSONITE
2612015-G,FAJA SAMSONITE 820 G,1,M,ESS,N,PZ,,2,1PA,2-1PA,,,,LGS850318,,,,,7,1,10,,2021/7/9,,,,,87,87,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,SAMSONITE
2612015-M,FAJA SAMSONITE 820 M,1,M,ESS,N,PZ,,2,1PA,2-1PA,,,,LGS850318,,,,,7,1,10,,2021/7/9,,,,,87,87,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,SAMSONITE
271112,PIEDRA PARA ESMERILAR 3 OBI,1,M,CON,N,PZ,,1,19C,1-19C,,,,NMQ050902,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
2A5A20D07P1,BOCINA OVAL PARA AUSTOESTEREO,1,M,INF,N,PZ,,1,12A,1-12A,,,,GTR150812,,,,,1,0,4,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO/GRIS,,,,,SONY
2N 5087,TRANSISTOR PNP 50V 100MA,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,20,,,,,,,5.5,5.5,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
330310-61,PINTURA VERDE AZULADO,1,M,CON,N,LT,,7,1B,7-1B,,,,LEAG82021,,,,,7,0,20,,,,,,,,,P,LT,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE/AZUL,,,,,GENERICA
332019110,RELEVADOR 12V ,1,M,REF,N,PZ,,1,4C,1-4C,,,,MAMJ56051,,,,,7,0,3,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
3331-C,CLAVIJA 250V 30A 2+N P CARGADO,1,M,REF,N,PZ,,1,10C,1-10C,,,,DUAG60100,,,,,7,1,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,125/250,30,,LEVITON
33WX RESIST,ANTICONGELANTE 33WX,1,M,CON,N,LT,,1,5D,1-5D,,,,SVE000216,,,,,3,0,60,,,,,,,,,P,LT,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,LTH
37-175-8,GUANTE SOLVEX 37-175 #8,1,M,ESS,N,PR,,2,1PA,2-1PA,,,,LGS850318,,,,,7,0,60,,2021/7/9,,,,,29.23,29.23,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,,,,,SOLVEX
37-175-9,GUANTE SOLVEX 37-175 #9,1,M,ESS,N,PR,,2,1PA,2-1PA,,,,LGS850318,,,,,7,0,60,,2021/7/9,,,,,29.23,29.23,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,,,,,SOLVEX
376070,TAQ MARIPOSA 2 3760760,1,M,ACO,N,GR,,1,17C,1-17C,,,,MDM910322,,,,,7,0,20,,,,,,,0,0,P,GR,1,,N,N,,,1,,,,,,A,,,,,,,,,,,2,,,,GENERICA
387040,CELENOIDE PARA MARCHA,1,M,REF,N,PZ,,1,5C,1-5C,,,,DUAG60100,,,,,3,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
38818-30759,PORTA CARBON 12V,1,M,REF,N,PZ,,1,5B,1-5B,,,,MDM910322,,,,,7,0,4,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
38912,LUMINARIA 120V 20W P EXTERIOR,1,M,ACO,N,PZ,,1,10B,1-10B,,,,MDM910322,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,FLUORECENTE,,120,,20,HAMPTON BAY
3G-GPS5,GPS TRACKER 3G-GPS5,1,M,INF,S,PZ,,1,11C,1-11C,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,COBAN
3L-630,BANDA NO DENTADA COMPRESOR,1,M,REF,N,PZ,,1,4D,1-4D,,,,SNR990226,,,,,3,0,8,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,JASON
3RV1011-OGA10,CONTACTOR 3RV1011-OGA10 125A,1,M,ACO,N,PZ,,1,10C,1-10C,,,,DUAG60100,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,SIEMENS
400395,CEPILLO PARA METAL 240MN,1,M,CON,N,PZ,,1,19B,1-19B,,,,GTR150812,,,,,7,1,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,EM TOOLS
41807-00,CARBON MOTOR DE TRACCION,1,M,REF,N,PZ,,1,4C,1-4C,,,,DUAG60100,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
41807-71,CARBON 41807-71 MONTACARGAS,1,M,REF,N,PZ,,1,4C,1-4C,,,,DUAG60100,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
4200-04001,CINCHO 4.8MM X 310MM NEGRO,1,M,CON,N,PZ,,1,19D,1-19D,,,,NMQ050902,,,,,3,20,250,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRA,,,,,TRUPER
43286L,CARDA COPA DE HIERRO 2-19/32,1,M,CON,N,PZ,,1,19D,1-19D,,,,NMQ050902,,,,,7,2,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
43286M,CARDA DE COPA DE HIERRO 2-5/64,1,M,CON,N,PZ,,1,19D,1-19D,,,,NMQ050902,,,,,7,2,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
43286P,PERNO PARA CARDA DE CAPULLO,1,M,CON,N,PZ,,1,19D,1-19D,,,,MDM910322,,,,,7,1,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
43286S,CARDA DE COPA DE HIERRO 1-9/16,1,M,CON,N,PZ,,1,19D,1-19D,,,,NMQ050902,,,,,7,2,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
43286XL,CARDA DE COPA DE HIERRO 3-1/32,1,M,CON,N,PZ,,1,19D,1-19D,,,,NMQ050902,,,,,7,2,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
44A717068,TRANSISTOR ,1,M,REF,N,PZ,,1,4C,1-4C,,,,MAMJ56051,,,,,7,2,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
473908W,DADO 1/4 PUNTA DE 2S TORX T8,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
473910W,DADO 1/4 PUNTA DE 2S TORX T10,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
473915W,DADO 1/4 PUNTA DE 2S TORX T15,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
473920W,DADO 1/4 PUNTA DE 2S TORX T20,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
473925W,DADO 1/4 PUNTA DE 2S TORX T25,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
473927W,DADO 1/4 PUNTA DE 2S TORX T27,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
473930W,DADO 1/4 PUNTA DE 2S TORX T30,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
4753A,DIODO ZENER 4753A,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,50,,,,,,,3,3,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
4770-3/16,DADO PUN-HEX 3/16 4770-3/16,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,46,46,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/4X2,,,,URREA
4770-5/32,DADO PUN-HEX 5/32 4770-5/32,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,46,46,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/4X2,,,,URREA
4770-9/64S,DADO PUN-HEX 1/4 9/64 4770-2S ,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,46,46,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
4770-9/64,DADO PUN-HEX 1/4 9/64 4770,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,46,46,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/4X2,,,,URREA
477025M,DADO PUN-HEX 2.5MM 477025M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,46,46,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/4X2,,,,URREA
47704M,DADO 1/4X2 PUN-HEX 4MM 47704M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,46,46,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
49037-71 ,RUEDA DE CARGA 5X3X2-3/4 T,1,M,REF,N,PZ,,1,3C,1-3C,,,,GTR150812,,,,,7,0,6,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,HUESO,,,,,GENERICA
4990-1/8L,DADO PUN-HEX 1/8 4990-1/8L,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,73,73,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,3/8X6,,,,URREA
4990-3/16L,DADO PUN-HEX 3/16 4990-3/16L,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,73,73,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,3/8X6,,,,URREA
4990-5/32L,DADO 3/8X6 PUN-HEX 4990-5/32L,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,73,73,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
4990-7/32L,DADO PUN-HEX 7/32 4990-7/32L,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,73,73,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,3/8X6,,,,URREA
49904ML,DADO 3/8X6 PUN-HEX 4MM 49904ML,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,73,73,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
49905ML,DADO 3/8X6 PUN-HEX 5MM 49905ML,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,73,73,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
49906ML,DADO 3/8X6 PUN-HEX 6MM 49906ML,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,73,73,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
49907ML,DADO 3/8X6 PUN-HEX 7MM 49907ML,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,74,74,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
49908ML,DADO 3/8 PUNTA DE 6S HEX 8MM,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,74,74,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
5.82.32.010,MOTOR WOLLIN ENGRANE 37 DIENTE,1,M,ACO,S,PZ,,1,13E,1-13E,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMARILLO,,,,,GENERICA
50648-71,RUEDA CASTER 4X2-1/2 B-REC T,1,M,REF,N,PZ,,1,15E,1-15E,,,,GTR150812,,,,,7,0,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJA,5-3/4X4,,,,GENERICA
51-811-8,GUANTE NYLON NITRILO 811 #8 ,1,M,ESS,N,PR,,1,15D,1-15D,,,,LGS850318,,,,,7,0,60,,,,,,,219.6,219.6,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRA,,,,,DERMACARE
51-811-9,GUANTE NYLON NITRILO 811 #9 ,1,M,ESS,N,PR,,1,15D,1-15D,,,,LGS850318,,,,,7,0,60,,,,,,,439.2,439.2,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRA,,,,,DERMACARE
5140002-36,CARBON 5140002-36,1,M,REF,N,PZ,,1,20C,1-20C,,,,DUAG60100,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,DEWALT
51TM3A3,TRAFO MARINI 51TM3A3 300-5A,1,M,REF,S,PZ,,1,7D,1-7D,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,75/300,2.5/5,,GENERICA
523915W,DADO 3/8 PUNTA DE 2S TORX T15,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
523920W,DADO 3/8 PUNTA DE 2S TORX T20,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
523925W,DADO 3/8 PUNTA DE 2S TORX T25,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
523927W,DADO 3/8 PUNTA DE 2S TORX T27,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
523930W,DADO 3/8 PUNTA DE 2S TORX T30,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
523940W,DADO 3/8 PUNTA DE 2S TORX T40,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
523945W,DADO 3/8 PUNTA DE 2S TORX T45,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
523950W,DADO 3/8 PUNTA DE 2S TORX T50,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
5263QR,EXTENCION QUICK RELEASE 3/8X10,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,208,208,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
5441-1/2,DADO PUN-HEX 1/2 5441-1/2,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,116,116,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/2X1-7/8 ,,,,URREA
5441-1/2L,DADO PUN-HEX 1/2 5441-1/2L,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,139,139,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/2X7-1/4,,,,URREA
5441-1/4,DADO PUN-HEX 1/4 5441-1/4,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,82,82,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/2X1-3/4,,,,URREA
5441-3/8,DADO PUN-HEX 3/8 5441-3/8,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,89,89,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/2X1-3/4 ,,,,URREA
5441-3/8L,DADO PUN-HEX 3/8 5441-3/8L,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,108,108,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/2X7-1/4,,,,URREA
5441-5/16,DADO PUNTA 1-3/4S HEX 5/16,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,86,86,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/2 ,,,,URREA
5441-5/16L,DADO PUNTA 7 1/4S HEX 5/16,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,103,103,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/2 ,,,,URREA
5441-5/8,DADO PUN-HEX 5/8 5441-5/8,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,151,151,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/2X2 ,,,,URREA
5441-5/8L,DADO PUN-HEX 5/8 5441-5/8L,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,184,184,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/2X7-1/4,,,,URREA
5441-7/16,DADO PUN-HEX 7/16 5441-7/16,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,110,110,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,1/2X1-3/4 ,,,,URREA
